ID,original_glossary_extracted,key_phrase,extracted_acronym_1,extracted_acronym_2,definition_or_explanation,source_book
405,sector rotation    An investment strategy which entails  shifting the portfolio into industry sectors that are forecast to outperform others based on macroeconomic forecasts.,sector rotation,,,An investment strategy which entails shifting the portfolio into industry sectors that are forecast to outperform others based on macroeconomic forecasts.,2013_Bodie.Kane.Marcus_Investments
406,"securitization    Pooling loans for various purposes into standardized securities backed by those loans, which can then be traded like any other security.",securitization,,,"Pooling loans for various purposes into standardized securities backed by those loans, which can then be traded like any other security.",2013_Bodie.Kane.Marcus_Investments
407,security analysis    Determining correct value of a security in the marketplace.,security analysis,,,Determining correct value of a security in the marketplace.,2013_Bodie.Kane.Marcus_Investments
408,security characteristic line    A plot of the excess return on a security over the risk-free rate as a function of the excess return on the market.,security characteristic line,,,A plot of the excess return on a security over the risk-free rate as a function of the excess return on the market.,2013_Bodie.Kane.Marcus_Investments
409,security market line (SML)    Graphical representation of the expected return-beta relationship of the CAPM.,security market line,SML,,Graphical representation of the expected return-beta relationship of the CAPM.,2013_Bodie.Kane.Marcus_Investments
410,security selection    See security selection decision.,security selection,,,See security selection decision.,2013_Bodie.Kane.Marcus_Investments
411,security selection decision    Choosing the particular  securities to include in a portfolio.,security selection decision,,,Choosing the particular securities to include in a portfolio.,2013_Bodie.Kane.Marcus_Investments
412,semistrong-form EMH    See efficient market hypothesis.,semistrong form EMH,,,See efficient market hypothesis.,2013_Bodie.Kane.Marcus_Investments
413,"separation property    The property that portfolio choice can be separated into two independent tasks: (1) determina-tion of the optimal risky portfolio, which is a purely techni-cal problem, and (2) the personal choice of the best mix of the risky portfolio and the risk-free asset.",separation property,,,"The property that portfolio choice can be separated into two independent tasks: (1) determina-tion of the optimal risky portfolio, which is a purely techni-cal problem, and (2) the personal choice of the best mix of the risky portfolio and the risk-free asset.",2013_Bodie.Kane.Marcus_Investments
414,Sharpe ratio    Reward-to-volatility ratio; ratio of portfolio excess return to standard deviation.,Sharpe ratio,,,Reward-to-volatility ratio; ratio of portfolio excess return to standard deviation.,2013_Bodie.Kane.Marcus_Investments
415,shelf registration    Advance registration of securities with the SEC for sale up to 2 years following initial registration.,shelf registration,,,Advance registration of securities with the SEC for sale up to 2 years following initial registration.,2013_Bodie.Kane.Marcus_Investments
416,reinvestment rate risk    The uncertainty surrounding the cumulative future value of reinvested bond coupon payments.,reinvestment rate risk,,,The uncertainty surrounding the cumulative future value of reinvested bond coupon payments.,2013_Bodie.Kane.Marcus_Investments
417,"REIT    Real estate investment trust, which is similar to a closed-end mutual fund. REITs invest in real estate or loans secured by real estate and issue shares in such investments.",REIT,,,"Real estate investment trust, which is similar to a closed-end mutual fund. REITs invest in real estate or loans secured by real estate and issue shares in such investments.",2013_Bodie.Kane.Marcus_Investments
418,relative strength    The extent to which a security has out-performed or underperformed either the market as a whole or its particular industry.,relative strength,,,The extent to which a security has out-performed or underperformed either the market as a whole or its particular industry.,2013_Bodie.Kane.Marcus_Investments
419,remainderman    One who receives the principal of a trust when it is dissolved.,remainderman,,,One who receives the principal of a trust when it is dissolved.,2013_Bodie.Kane.Marcus_Investments
420,replacement cost    Cost to replace a firm's assets. “ Reproduction” cost.,replacement cost,,,Cost to replace a firm's assets. “ Reproduction” cost.,2013_Bodie.Kane.Marcus_Investments
421,representativeness bias    People seem to believe that a small sample is just as representative of a broad population as a large one and therefore infer patterns too quickly.,representativeness bias,,,People seem to believe that a small sample is just as representative of a broad population as a large one and therefore infer patterns too quickly.,2013_Bodie.Kane.Marcus_Investments
422,"repurchase agreements (repos)    Short-term, often over-night, sales of government securities with an agreement to repurchase the securities at a slightly higher price. A  reverse repo  is a purchase with an agreement to resell at a specified price on a future date.",repurchase agreements,,,"Short-term, often over-night, sales of government securities with an agreement to repurchase the securities at a slightly higher price. A reverse repo is a purchase with an agreement to resell at a specified price on a future date.",2013_Bodie.Kane.Marcus_Investments
423,residual claim    Refers to the fact that shareholders are at the bottom of the list of claimants to assets of a corporation in the event of failure or bankruptcy.,residual claim,,,Refers to the fact that shareholders are at the bottom of the list of claimants to assets of a corporation in the event of failure or bankruptcy.,2013_Bodie.Kane.Marcus_Investments
424,residual income    See economic value added (EVA).     residuals    Parts of stock returns not explained by the explan-atory variable (the market-index return). They measure the impact of firm-specific events during a particular period.,residuals,,,Parts of stock returns not explained by the explan-atory variable (the market-index return). They measure the impact of firm-specific events during a particular period.,2013_Bodie.Kane.Marcus_Investments
425,resistance level    A price level above which it is supposedly difficult for a stock or stock index to rise.,resistance level,,,A price level above which it is supposedly difficult for a stock or stock index to rise.,2013_Bodie.Kane.Marcus_Investments
426,return on assets (ROA)    A profitability ratio; earnings before interest and taxes divided by total assets.,return on assets,ROA,,A profitability ratio; earnings before interest and taxes divided by total assets.,2013_Bodie.Kane.Marcus_Investments
427,return on equity (ROE)    An accounting ratio of net profits divided by equity.,return on equity,ROE,,An accounting ratio of net profits divided by equity.,2013_Bodie.Kane.Marcus_Investments
428,"return on sales (ROS), or profit margin    The ratio of oper-ating profits per dollar of sales (EBIT divided by sales).",return on sales,ROS,,The ratio of oper-ating profits per dollar of sales (EBIT divided by sales).,2013_Bodie.Kane.Marcus_Investments
429,reversal effect    The tendency of poorly performing stocks and well-performing stocks in one period to experience reversals in following periods.,reversal effect,,,The tendency of poorly performing stocks and well-performing stocks in one period to experience reversals in following periods.,2013_Bodie.Kane.Marcus_Investments
430,reversing trade    Entering the opposite side of a currently held futures position to close out the position.,reversing trade,,,Entering the opposite side of a currently held futures position to close out the position.,2013_Bodie.Kane.Marcus_Investments
431,reward-to-volatility ratio    Ratio of excess return to  portfolio standard deviation.,reward to volatility ratio,,,Ratio of excess return to portfolio standard deviation.,2013_Bodie.Kane.Marcus_Investments
432,riding the yield curve    Buying long-term bonds in  anticipation of capital gains as yields fall with the declining maturity of the bonds.,riding the yield curve,,,Buying long-term bonds in anticipation of capital gains as yields fall with the declining maturity of the bonds.,2013_Bodie.Kane.Marcus_Investments
433,"risk arbitrage    Speculation on perceived mispriced securi-ties, usually in connection with merger and acquisition targets.",risk arbitrage,,,"Speculation on perceived mispriced securi-ties, usually in connection with merger and acquisition targets.",2013_Bodie.Kane.Marcus_Investments
434,"risk-averse, risk-neutral, risk lover    A  risk-averse  investor will consider risky portfolios only if they provide compensa-tion for risk via a risk premium. A  risk-neutral  investor finds the level of risk irrelevant and considers only the expected return of risk prospects. A  risk lover  is willing to accept lower expected returns on prospects with higher amounts of risk.","risk averse, risk neutral, risk lover",,,A risk-averse investor will consider risky portfolios only if they provide compensa-tion for risk via a risk premium. A risk-neutral investor finds the level of risk irrelevant and considers only the expected return of risk prospects. A risk lover is willing to accept lower expected returns on prospects with higher amounts of risk.,2013_Bodie.Kane.Marcus_Investments
435,risk-free asset    An asset with a certain rate of return; often taken to be short-term T-bills.,risk free asset,,,An asset with a certain rate of return; often taken to be short-term T-bills.,2013_Bodie.Kane.Marcus_Investments
436,statistical arbitrage    Use of quantitative systems to uncover many perceived misalignments in relative pricing and ensure profit by averaging over all of these small bets.,statistical arbitrage,,,Use of quantitative systems to uncover many perceived misalignments in relative pricing and ensure profit by averaging over all of these small bets.,2013_Bodie.Kane.Marcus_Investments
437,stock exchanges    Secondary markets where already-issued securities are bought and sold by members.,stock exchanges,,,Secondary markets where already-issued securities are bought and sold by members.,2013_Bodie.Kane.Marcus_Investments
438,stock selection    An active portfolio management technique that focuses on advantageous selection of particular stocks rather than on broad asset allocation choices.,stock selection,,,An active portfolio management technique that focuses on advantageous selection of particular stocks rather than on broad asset allocation choices.,2013_Bodie.Kane.Marcus_Investments
439,"stock split    Issue by a corporation of a given number of shares in exchange for the current number of shares held by stockholders. Splits may go in either direction, either increasing or decreasing the number of shares outstanding. A  reverse split  decreases the number outstanding.",stock split,,,"Issue by a corporation of a given number of shares in exchange for the current number of shares held by stockholders. Splits may go in either direction, either increasing or decreasing the number of shares outstanding. A reverse split decreases the number outstanding.",2013_Bodie.Kane.Marcus_Investments
440,stop-loss order    A sell order to be executed if the price of the stock falls below a stipulated level.,stop loss order,,,A sell order to be executed if the price of the stock falls below a stipulated level.,2013_Bodie.Kane.Marcus_Investments
441,stop orders    Order to trade contingent on security price designed to limit losses if price moves against the trader.,stop orders,,,Order to trade contingent on security price designed to limit losses if price moves against the trader.,2013_Bodie.Kane.Marcus_Investments
442,"straddle    A combination of buying both a call and a put on the same asset, each with the same exercise price and expiration date. The purpose is to profit from expected volatility.",straddle,,,"A combination of buying both a call and a put on the same asset, each with the same exercise price and expiration date. The purpose is to profit from expected volatility.",2013_Bodie.Kane.Marcus_Investments
443,straight bond    A bond with no option features such as  callability or convertibility.,straight bond,,,A bond with no option features such as callability or convertibility.,2013_Bodie.Kane.Marcus_Investments
444,street name    Describes securities held by a broker on behalf of a client but registered in the name of the firm.,street name,,,Describes securities held by a broker on behalf of a client but registered in the name of the firm.,2013_Bodie.Kane.Marcus_Investments
445,strike price    See exercise price.,strike price,,,See exercise price.,2013_Bodie.Kane.Marcus_Investments
446,"strip, strap    Variants of a straddle. A  strip  is two puts and one call on a stock; a  strap  is two calls and one put, both with the same exercise price and expiration date.","strip, strap",,,"Variants of a straddle. A strip is two puts and one call on a stock; a strap is two calls and one put, both with the same exercise price and expiration date.",2013_Bodie.Kane.Marcus_Investments
447,stripped of coupons    Describes the practice of some investment banks that sell “synthetic” zero-coupon bonds by marketing the rights to a single payment backed by a coupon-paying Treasury bond.,stripped of coupons,,,Describes the practice of some investment banks that sell “synthetic” zero-coupon bonds by marketing the rights to a single payment backed by a coupon-paying Treasury bond.,2013_Bodie.Kane.Marcus_Investments
448,strong-form EMH    See efficient market hypothesis.,strong form EMH,,,See efficient market hypothesis.,2013_Bodie.Kane.Marcus_Investments
449,subordination clause    A provision in a bond indenture that restricts the issuer's future borrowing by subordinating the new leaders' claims on the firm to those of the existing bond holders. Claims of  subordinated  or  junior  debtholders are not paid until the prior debt is paid.,subordination clause,,,A provision in a bond indenture that restricts the issuer's future borrowing by subordinating the new leaders' claims on the firm to those of the existing bond holders. Claims of subordinated or junior debtholders are not paid until the prior debt is paid.,2013_Bodie.Kane.Marcus_Investments
450,substitution swap    Exchange of one bond for a bond with similar attributes but more attractively priced.,substitution swap,,,Exchange of one bond for a bond with similar attributes but more attractively priced.,2013_Bodie.Kane.Marcus_Investments
451,supply shock    An event that influences production capacity and costs in the economy.,supply shock,,,An event that influences production capacity and costs in the economy.,2013_Bodie.Kane.Marcus_Investments
452,support level    A price level below which it is supposedly difficult for a stock or stock index to fall.,support level,,,A price level below which it is supposedly difficult for a stock or stock index to fall.,2013_Bodie.Kane.Marcus_Investments
453,survivorship bias    Bias in the average returns of a sample of funds induced by excluding past returns on funds that left the sample because they happened to be unsuccessful.,survivorship bias,,,Bias in the average returns of a sample of funds induced by excluding past returns on funds that left the sample because they happened to be unsuccessful.,2013_Bodie.Kane.Marcus_Investments
454,swaption    An option on a swap.,swaption,,,An option on a swap.,2013_Bodie.Kane.Marcus_Investments
455,"systemic risk    Risk of breakdown in the financial system, particularly due to spillover effects from one market into others.",systemic risk,,,"Risk of breakdown in the financial system, particularly due to spillover effects from one market into others.",2013_Bodie.Kane.Marcus_Investments
456,"systematic risk    Risk factors common to the whole economy, nondiversifiable risk; also called market risk.",systematic risk,,,"Risk factors common to the whole economy, nondiversifiable risk; also called market risk.",2013_Bodie.Kane.Marcus_Investments
457,short position  or  hedge    Protecting the value of an asset held by taking a short position in a futures contract.,short position or hedge,,,Protecting the value of an asset held by taking a short position in a futures contract.,2013_Bodie.Kane.Marcus_Investments
458,short rate    A one-period interest rate.,short rate,,,A one-period interest rate.,2013_Bodie.Kane.Marcus_Investments
459,short sale    The sale of shares not owned by the investor but borrowed through a broker and later repurchased to replace the loan. Profit is earned if the initial sale is at a higher price than the repurchase price.,short sale,,,The sale of shares not owned by the investor but borrowed through a broker and later repurchased to replace the loan. Profit is earned if the initial sale is at a higher price than the repurchase price.,2013_Bodie.Kane.Marcus_Investments
460,single-factor model    A model of security returns that acknowledges only one common factor. See factor model.,single factor model,,,A model of security returns that acknowledges only one common factor. See factor model.,2013_Bodie.Kane.Marcus_Investments
461,"single-index model    A model of stock returns that  decomposes influences on returns into a systematic factor, as measured by the return on a broad market index, and firm-specific factors.",single index model,,,"A model of stock returns that decomposes influences on returns into a systematic factor, as measured by the return on a broad market index, and firm-specific factors.",2013_Bodie.Kane.Marcus_Investments
462,single-stock futures    Futures contracts on single stock rather than an index.,single stock futures,,,Futures contracts on single stock rather than an index.,2013_Bodie.Kane.Marcus_Investments
463,sinking fund    A procedure that allows for the repayment of principal at maturity by calling for the bond issuer to repurchase some proportion of the outstanding bonds either in the open market or at a special call price associated with the sinking fund provision.,sinking fund,,,A procedure that allows for the repayment of principal at maturity by calling for the bond issuer to repurchase some proportion of the outstanding bonds either in the open market or at a special call price associated with the sinking fund provision.,2013_Bodie.Kane.Marcus_Investments
464,skew    Measure of the asymmetry of a probability distribution.,skew,,,Measure of the asymmetry of a probability distribution.,2013_Bodie.Kane.Marcus_Investments
465,small-firm effect    That investments in stocks of small firms appear to have earned abnormal returns.,small firm effect,,,That investments in stocks of small firms appear to have earned abnormal returns.,2013_Bodie.Kane.Marcus_Investments
466,soft dollars    The value of research services that brokerage houses supply to investment managers “free of charge” in exchange for the investment managers' business.,soft dollars,,,The value of research services that brokerage houses supply to investment managers “free of charge” in exchange for the investment managers' business.,2013_Bodie.Kane.Marcus_Investments
467,Sortino ratio    Excess return divided by lower partial  standard deviation.,Sortino ratio,,,Excess return divided by lower partial standard deviation.,2013_Bodie.Kane.Marcus_Investments
468,specialist    A trader who makes a market in the shares of one or more firms and who maintains a “fair and orderly market” by dealing personally in the stock.,specialist,,,A trader who makes a market in the shares of one or more firms and who maintains a “fair and orderly market” by dealing personally in the stock.,2013_Bodie.Kane.Marcus_Investments
469,speculation    Undertaking a risky investment with the objective of earning a greater profit than an investment in a risk-free alternative (a risk premium).,speculation,,,Undertaking a risky investment with the objective of earning a greater profit than an investment in a risk-free alternative (a risk premium).,2013_Bodie.Kane.Marcus_Investments
470,"speculative-grade bond    Bond rated Ba or lower by Moody's, or BB or lower by Standard & Poor's, or an unrated bond.",speculative grade bond,,,"Bond rated Ba or lower by Moody's, or BB or lower by Standard & Poor's, or an unrated bond.",2013_Bodie.Kane.Marcus_Investments
471,"spot-futures parity theorem,  or  cost-of-carry relationship    Describes the theoretically correct relationship between spot and futures prices. Violation of the parity relationship gives rise to arbitrage opportunities.","spot futures parity theorem, or cost of carry relationship",,,Describes the theoretically correct relationship between spot and futures prices. Violation of the parity relationship gives rise to arbitrage opportunities.,2013_Bodie.Kane.Marcus_Investments
472,spot rate    The current interest rate appropriate for  discounting a cash flow of some given maturity.,spot rate,,,The current interest rate appropriate for discounting a cash flow of some given maturity.,2013_Bodie.Kane.Marcus_Investments
473,"spread (futures)    Taking a long position in a futures  contract of one maturity and a short position in a contract of different maturity, both on the same commodity.",spread,,,"Taking a long position in a futures contract of one maturity and a short position in a contract of different maturity, both on the same commodity.",2013_Bodie.Kane.Marcus_Investments
474,spread (options)    A combination of two or more call options or put options on the same stock with differing exer-cise prices or times to expiration. A money spread refers to a spread with different exercise price; a time spread refers to differing expiration date.,spread,,,A combination of two or more call options or put options on the same stock with differing exer-cise prices or times to expiration. A money spread refers to a spread with different exercise price; a time spread refers to differing expiration date.,2013_Bodie.Kane.Marcus_Investments
475,standard deviation    Square root of the variance.,standard deviation,,,Square root of the variance.,2013_Bodie.Kane.Marcus_Investments
476,statement of cash flows    A financial statement showing a firm's cash receipts and cash payments during a specified period.,statement of cash flows,,,A financial statement showing a firm's cash receipts and cash payments during a specified period.,2013_Bodie.Kane.Marcus_Investments
477,turnover    The ratio of the trading activity of a portfolio to the assets of the portfolio.,turnover,,,The ratio of the trading activity of a portfolio to the assets of the portfolio.,2013_Bodie.Kane.Marcus_Investments
478,12b-1 fees    Annual fees charged by a mutual fund to pay for marketing and distribution costs.,12b 1 fees,,,Annual fees charged by a mutual fund to pay for marketing and distribution costs.,2013_Bodie.Kane.Marcus_Investments
479,U    unbundling    See bundling.,unbundling,,,See bundling.,2013_Bodie.Kane.Marcus_Investments
480,underwriters    Investment bankers who help companies issue their securities to the public.,underwriters,,,Investment bankers who help companies issue their securities to the public.,2013_Bodie.Kane.Marcus_Investments
481,"underwriting, underwriting syndicate    Underwriters (investment bankers) purchase securities from the issuing company and resell them. Usually a syndicate of investment bankers is organized behind a lead firm.","underwriting, underwriting syndicate",,,Underwriters (investment bankers) purchase securities from the issuing company and resell them. Usually a syndicate of investment bankers is organized behind a lead firm.,2013_Bodie.Kane.Marcus_Investments
482,unemployment rate    The ratio of the number of people classified as unemployed to the total labor force.,unemployment rate,,,The ratio of the number of people classified as unemployed to the total labor force.,2013_Bodie.Kane.Marcus_Investments
483,unique risk    See diversifiable risk.,unique risk,,,See diversifiable risk.,2013_Bodie.Kane.Marcus_Investments
484,"unit investment trust    Money invested in a portfolio whose composition is fixed for the life of the fund. Shares in a unit trust are called redeemable trust certificates, and they are sold at a premium above net asset value.",unit investment trust,,,"Money invested in a portfolio whose composition is fixed for the life of the fund. Shares in a unit trust are called redeemable trust certificates, and they are sold at a premium above net asset value.",2013_Bodie.Kane.Marcus_Investments
485,"universal life policy    An insurance policy that allows for a varying death benefit and premium level over the term of the policy, with an interest rate on the cash value that changes with market interest rates.",universal life policy,,,"An insurance policy that allows for a varying death benefit and premium level over the term of the policy, with an interest rate on the cash value that changes with market interest rates.",2013_Bodie.Kane.Marcus_Investments
486,utility    The measure of the welfare or satisfaction of an investor.,utility,,,The measure of the welfare or satisfaction of an investor.,2013_Bodie.Kane.Marcus_Investments
487,utility value    The welfare a given investor assigns to an investment with a particular return and risk.,utility value,,,The welfare a given investor assigns to an investment with a particular return and risk.,2013_Bodie.Kane.Marcus_Investments
488,"V    value at risk (VaR)    Measure of downside risk. The loss that will be incurred in the event of an extreme adverse price change with some given, typically low, probability.",value at risk,,,"Measure of downside risk. The loss that will be incurred in the event of an extreme adverse price change with some given, typically low, probability.",2013_Bodie.Kane.Marcus_Investments
489,variable annuities    Annuity contracts in which the insur-ance company pays a periodic amount linked to the invest-ment performance of an underlying portfolio.,variable annuities,,,Annuity contracts in which the insur-ance company pays a periodic amount linked to the invest-ment performance of an underlying portfolio.,2013_Bodie.Kane.Marcus_Investments
490,variable life policy    An insurance policy that provides a fixed death benefit plus a cash value that can be invested in a variety of funds from which the policyholder can choose.,variable life policy,,,An insurance policy that provides a fixed death benefit plus a cash value that can be invested in a variety of funds from which the policyholder can choose.,2013_Bodie.Kane.Marcus_Investments
491,variance    A measure of the dispersion of a random variable. Equals the expected value of the squared deviation from the mean.,variance,,,A measure of the dispersion of a random variable. Equals the expected value of the squared deviation from the mean.,2013_Bodie.Kane.Marcus_Investments
492,variation margin    See maintenance margin.,variation margin,,,See maintenance margin.,2013_Bodie.Kane.Marcus_Investments
493,vega    Response of option price to change in standard deviation of underlying asset.,vega,,,Response of option price to change in standard deviation of underlying asset.,2013_Bodie.Kane.Marcus_Investments
494,"venture capital    Money invested to finance a new, not yet publicly-traded firm.",venture capital,,,"Money invested to finance a new, not yet publicly-traded firm.",2013_Bodie.Kane.Marcus_Investments
495,views    An analyst's opinion on the likely performance of a stock or sector compared to the market-consensus expectation.,views,,,An analyst's opinion on the likely performance of a stock or sector compared to the market-consensus expectation.,2013_Bodie.Kane.Marcus_Investments
496,volatility risk    The risk in the value of options portfolios due to unpredictable changes in the volatility of the  underlying asset.,volatility risk,,,The risk in the value of options portfolios due to unpredictable changes in the volatility of the underlying asset.,2013_Bodie.Kane.Marcus_Investments
497,T    tax anticipation notes    Short-term municipal debt to raise funds to pay for expenses before actual collection of taxes.,tax anticipation notes,,,Short-term municipal debt to raise funds to pay for expenses before actual collection of taxes.,2013_Bodie.Kane.Marcus_Investments
498,tax-deferral option    The feature of the U.S. Internal  Revenue Code that the capital gains tax on an asset is  payable only when the gain is realized by selling the asset.,tax deferral option,,,The feature of the U.S. Internal Revenue Code that the capital gains tax on an asset is payable only when the gain is realized by selling the asset.,2013_Bodie.Kane.Marcus_Investments
499,tax-deferred retirement plans    Employer-sponsored and other plans that allow contributions and earnings to be made and accumulate tax-free until they are paid out as benefits.,tax deferred retirement plans,,,Employer-sponsored and other plans that allow contributions and earnings to be made and accumulate tax-free until they are paid out as benefits.,2013_Bodie.Kane.Marcus_Investments
500,tax swap    Swapping two similar bonds to receive a tax benefit.,tax swap,,,Swapping two similar bonds to receive a tax benefit.,2013_Bodie.Kane.Marcus_Investments
501,technical analysis    Research to identify mispriced securi-ties that focuses on recurrent and predictable stock price pat-terns and on proxies for buy or sell pressure in the market.,technical analysis,,,Research to identify mispriced securi-ties that focuses on recurrent and predictable stock price pat-terns and on proxies for buy or sell pressure in the market.,2013_Bodie.Kane.Marcus_Investments
502,"tender offer    An offer from an outside investor to share-holders of a company to purchase their shares at a stipulated price, usually substantially above the market price, so that the investor may amass enough shares to obtain control of the company.",tender offer,,,"An offer from an outside investor to share-holders of a company to purchase their shares at a stipulated price, usually substantially above the market price, so that the investor may amass enough shares to obtain control of the company.",2013_Bodie.Kane.Marcus_Investments
503,"term insurance    Provides a death benefit only, no build-up of cash value.",term insurance,,,"Provides a death benefit only, no build-up of cash value.",2013_Bodie.Kane.Marcus_Investments
504,term premiums    Excess of the yields to maturity on  long-term bonds over those of short-term bonds.,term premiums,,,Excess of the yields to maturity on long-term bonds over those of short-term bonds.,2013_Bodie.Kane.Marcus_Investments
505,term structure of interest rates    The pattern of  interest rates appropriate for discounting cash flows of various maturities.,term structure of interest rates,,,The pattern of interest rates appropriate for discounting cash flows of various maturities.,2013_Bodie.Kane.Marcus_Investments
506,times interest earned    Ratio of profits to interest expense.     time value (of an option)    The part of the value of an option that is due to its positive time to expiration. Not to be confused with present value or the time value of money.,time value,,,The part of the value of an option that is due to its positive time to expiration. Not to be confused with present value or the time value of money.,2013_Bodie.Kane.Marcus_Investments
507,time-weighted average    An average of the period-by-period holding-period returns of an investment.,time weighted average,,,An average of the period-by-period holding-period returns of an investment.,2013_Bodie.Kane.Marcus_Investments
508,Tobin's q.    Ratio of market value of the firm to replacement cost.,Tobin's q.,,,Ratio of market value of the firm to replacement cost.,2013_Bodie.Kane.Marcus_Investments
509,total asset turnover    The annual sales generated by each dollar of assets (sales/assets).,total asset turnover,,,The annual sales generated by each dollar of assets (sales/assets).,2013_Bodie.Kane.Marcus_Investments
510,tracking error    The difference between the return on a specified portfolio and that of a benchmark portfolio designed to mimic that portfolio.,tracking error,,,The difference between the return on a specified portfolio and that of a benchmark portfolio designed to mimic that portfolio.,2013_Bodie.Kane.Marcus_Investments
511,tracking portfolio    A portfolio constructed to have returns with the highest possible correlation with a systematic risk factor.,tracking portfolio,,,A portfolio constructed to have returns with the highest possible correlation with a systematic risk factor.,2013_Bodie.Kane.Marcus_Investments
512,"tranche    See collateralized mortgage obligation.     Treasury bill    Short-term, highly liquid government  securities issued at a discount from the face value and returning the face amount at maturity.",Treasury bill,,,"Short-term, highly liquid government securities issued at a discount from the face value and returning the face amount at maturity.",2013_Bodie.Kane.Marcus_Investments
513,Treasury bond or note    Debt obligations of the federal government that make semiannual coupon payments and are issued at or near par value.,Treasury bond or note,,,Debt obligations of the federal government that make semiannual coupon payments and are issued at or near par value.,2013_Bodie.Kane.Marcus_Investments
514,Treynor's measure    Ratio of excess return to beta.     trin statistic    Ratio of average trading volume in declining stocks to average volume in advancing stocks. Used in  technical analysis.,trin statistic,,,Ratio of average trading volume in declining stocks to average volume in advancing stocks. Used in technical analysis.,2013_Bodie.Kane.Marcus_Investments
515,trough    The transition point between recession and recovery.,trough,,,The transition point between recession and recovery.,2013_Bodie.Kane.Marcus_Investments
516,Y    yield curve    A graph of yield to maturity as a function of time to maturity.,yield curve,,,A graph of yield to maturity as a function of time to maturity.,2013_Bodie.Kane.Marcus_Investments
517,yield to maturity    A measure of the average rate of return that will be earned on a bond if held to maturity.,yield to maturity,,,A measure of the average rate of return that will be earned on a bond if held to maturity.,2013_Bodie.Kane.Marcus_Investments
518,Z    zero-beta portfolio    The minimum-variance portfolio uncorrelated with a chosen efficient portfolio.,zero beta portfolio,,,The minimum-variance portfolio uncorrelated with a chosen efficient portfolio.,2013_Bodie.Kane.Marcus_Investments
519,zero-coupon bond    A bond paying no coupons that sells at a discount and provides payment of face value only at maturity.,zero coupon bond,,,A bond paying no coupons that sells at a discount and provides payment of face value only at maturity.,2013_Bodie.Kane.Marcus_Investments
520,"zero-investment portfolio    A portfolio of zero net value, established by buying and shorting component securities, usually in the context of an arbitrage strategy.",zero investment portfolio,,,"A portfolio of zero net value, established by buying and shorting component securities, usually in the context of an arbitrage strategy.",2013_Bodie.Kane.Marcus_Investments
521,W    warrant    An option issued by the firm to purchase shares of the firm's stock.,warrant,,,An option issued by the firm to purchase shares of the firm's stock.,2013_Bodie.Kane.Marcus_Investments
522,weak-form EMH    See efficient market hypothesis.,weak form EMH,,,See efficient market hypothesis.,2013_Bodie.Kane.Marcus_Investments
523,well-diversified portfolio    A portfolio spread out over many securities in such a way that the weight in any security is close to zero.,well diversified portfolio,,,A portfolio spread out over many securities in such a way that the weight in any security is close to zero.,2013_Bodie.Kane.Marcus_Investments
524,whole-life insurance policy    Provides a death benefit and a kind of savings plan that builds up cash value for possible future withdrawal.,whole life insurance policy,,,Provides a death benefit and a kind of savings plan that builds up cash value for possible future withdrawal.,2013_Bodie.Kane.Marcus_Investments
525,workout period    Realignment period of a temporary  misaligned yield relationship.,workout period,,,Realignment period of a temporary misaligned yield relationship.,2013_Bodie.Kane.Marcus_Investments
526,world investable wealth    The part of world wealth that is traded and is therefore accessible to investors.,world investable wealth,,,The part of world wealth that is traded and is therefore accessible to investors.,2013_Bodie.Kane.Marcus_Investments
527,writing a call    Selling a call option.,writing a call,,,Selling a call option.,2013_Bodie.Kane.Marcus_Investments
