ID,original_glossary_extracted,key_phrase,extracted_acronym_1,extracted_acronym_2,definition_or_explanation,source_book
344,Treasury bond (T-bond) A fixed-interest U.S. government debt security with a maturity of 10 years or more.,Treasury bond,T-bond,,A fixed-interest U.S. government debt security with a maturity of 10 years or more.,Finance - The Options Course - High Profit And Low Stress Trading Methods
345,Treasury note (T-note) A fixed-interest U.S. government debt security with a ma- turity of between 1 and 10 years.,Treasury note,T-note,,A fixed-interest U.S. government debt security with a ma- turity of between 1 and 10 years.,Finance - The Options Course - High Profit And Low Stress Trading Methods
346,"trend The general direction of the market. Markets have three trends: up, down, and sideways. These trends can be major (primary) trends, corrective (secondary) trends, or minor trends. Primary trends typically extend for a year or longer; sec- ondary trends extend for three weeks to six months; and minor trends extend for two to three days to two to three weeks. Typically the closing price is used for the trend line.",trend,,,"The general direction of the market. Markets have three trends: up, down, and sideways. These trends can be major trends, or minor trends. Primary trends typically extend for a year or longer; sec- ondary trends extend for three weeks to six months; and minor trends extend for two to three days to two to three weeks. Typically the closing price is used for the trend line.",Finance - The Options Course - High Profit And Low Stress Trading Methods
347,"triangles A sideways price pattern in which prices fluctuate within converging trend lines. When a stock enters one of these patterns it is likely to experience a decline in volume as the pattern progresses. As the price range gets tighter, the en- suing move is likely to be explosive. Common triangle patterns include symmetri- cal triangle, ascending and descending triangles, and pennants.",triangles,,,"A sideways price pattern in which prices fluctuate within converging trend lines. When a stock enters one of these patterns it is likely to experience a decline in volume as the pattern progresses. As the price range gets tighter, the en- suing move is likely to be explosive. Common triangle patterns include symmetri- cal triangle, ascending and descending triangles, and pennants.",Finance - The Options Course - High Profit And Low Stress Trading Methods
348,"Triple Witching Day The third Friday in March, June, September, and December when U.S. options, index options, and futures contracts all expire simultaneously, often resulting in massive trades.",Triple Witching Day,,,"The third Friday in March, June, September, and December when U.S. options, index options, and futures contracts all expire simultaneously, often resulting in massive trades.",Finance - The Options Course - High Profit And Low Stress Trading Methods
349,type The classification of an option contract as either a put or a call.,type,,,The classification of an option contract as either a put or a call.,Finance - The Options Course - High Profit And Low Stress Trading Methods
350,"uncovered option A short option position, also called a naked option, in which the writer does not own shares of the underlying stock. This is a much riskier strategy than a covered option.",uncovered option,,,"A short option position, also called a naked option, in which the writer does not own shares of the underlying stock. This is a much riskier strategy than a covered option.",Finance - The Options Course - High Profit And Low Stress Trading Methods
351,underlying asset A trading instrument subject to purchase or sale upon  exercise.,underlying asset,,,A trading instrument subject to purchase or sale upon  exercise.,Finance - The Options Course - High Profit And Low Stress Trading Methods
352,undervalued A security selling below the value the market value analysts believe it is worth.,undervalued,,,A security selling below the value the market value analysts believe it is worth.,Finance - The Options Course - High Profit And Low Stress Trading Methods
353,upside The potential for prices to move up.,upside,,,The potential for prices to move up.,Finance - The Options Course - High Profit And Low Stress Trading Methods
354,upside breakeven The upper price at which a trade breaks even.,upside breakeven,,,The upper price at which a trade breaks even.,Finance - The Options Course - High Profit And Low Stress Trading Methods
355,value stocks Stocks that appear to be bargains because they are price lower than their calculated worth.,value stocks,,,Stocks that appear to be bargains because they are price lower than their calculated worth.,Finance - The Options Course - High Profit And Low Stress Trading Methods
356,variable delta A delta that can change due to the change of an underlying asset or a change in time expiration of an option.,variable delta,,,A delta that can change due to the change of an underlying asset or a change in time expiration of an option.,Finance - The Options Course - High Profit And Low Stress Trading Methods
357,vega The amount by which the price of an option changes when the volatility changes. Also referred to as volatility.,vega,,,The amount by which the price of an option changes when the volatility changes. Also referred to as volatility.,Finance - The Options Course - High Profit And Low Stress Trading Methods
358,"VIX The CBOE Volatility Index measures the implied volatility of S&P 500 Index options. When it rises, traders are becoming more bearish and are worried about future market volatility. For that reason, VIX is sometimes called the “fear gauge.” Low VIX readings are a sign of bullishness or complacency among traders.",VIX The CBOE Volatility,,,"Index measures the implied volatility of S&P 500 Index options. When it rises, traders are becoming more bearish and are worried about future market volatility. For that reason, VIX is sometimes called the “fear gauge.” Low VIX readings are a sign of bullishness or complacency among traders.",Finance - The Options Course - High Profit And Low Stress Trading Methods
359,VXN The ticker symbol for the Nasdaq 100 Volatility Index ($VXN). The index tracks the expected (or implied) volatility of options on the Nasdaq 100 Index ($NDX).,VXN,,,The ticker symbol for the Nasdaq 100 Volatility Index.,Finance - The Options Course - High Profit And Low Stress Trading Methods
360,volatility A measure of the amount by which an underlying asset is expected to fluctuate in a given period of time. Volatility is a primary determinant in the valua- tion of option premiums and time value. There are two basic kinds of volatility— implied and historical (statistical). Implied volatility is calculated by using an option pricing model (Black-Scholes for stocks and indexes and Black for fu- tures). Historical volatility is calculated by using the standard deviation of under- lying asset price changes from close to close of trading going back 21 to 23 days.,volatility,,,A measure of the amount by which an underlying asset is expected to fluctuate in a given period of time. Volatility is a primary determinant in the valua- tion of option premiums and time value. There are two basic kinds of volatility— implied and historical. Historical volatility is calculated by using the standard deviation of under- lying asset price changes from close to close of trading going back 21 to 23 days.,Finance - The Options Course - High Profit And Low Stress Trading Methods
361,volatility skew The theory that options that are deeply out-of-the-money tend to have higher implied volatility levels than at-the-money options. Volatility skew measures and accounts for the limitation found in most option pricing models and uses it to give the trader an edge in estimating an option's worth.,volatility skew,,,The theory that options that are deeply out-of-the-money tend to have higher implied volatility levels than at-the-money options. Volatility skew measures and accounts for the limitation found in most option pricing models and uses it to give the trader an edge in estimating an option's worth.,Finance - The Options Course - High Profit And Low Stress Trading Methods
362,volume The number of shares bought and sold on a stock exchange. Volume should increase as a stock breaks through a support or resistance level.,volume,,,The number of shares bought and sold on a stock exchange. Volume should increase as a stock breaks through a support or resistance level.,Finance - The Options Course - High Profit And Low Stress Trading Methods
363,whipsaw Losing money on both sides of a price swing.,whipsaw,,,Losing money on both sides of a price swing.,Finance - The Options Course - High Profit And Low Stress Trading Methods
364,wide opening Refers to an unusually large spread between the bid and asked prices.,wide opening,,,Refers to an unusually large spread between the bid and asked prices.,Finance - The Options Course - High Profit And Low Stress Trading Methods
365,"Wilshire 5000 Equity Index A market index of approximately 7,000 U.S.-based equities traded on the American Stock Exchange, the New York Stock Exchange, and the Nasdaq Stock Market.",Wilshire 5000 Equity Index,,,"A market index of approximately 7,000 U.S.-based equities traded on the American Stock Exchange, the New York Stock Exchange, and the Nasdaq Stock Market.",Finance - The Options Course - High Profit And Low Stress Trading Methods
366,Witching Day A day on which two or more classes of options and futures expire.,Witching Day,,,A day on which two or more classes of options and futures expire.,Finance - The Options Course - High Profit And Low Stress Trading Methods
367,writer An individual who sells an option.,writer,,,An individual who sells an option.,Finance - The Options Course - High Profit And Low Stress Trading Methods
368,Yellow Sheets A daily publication of the National Quotation Bureau detailing bid and asked prices.,Yellow Sheets,,,A daily publication of the National Quotation Bureau detailing bid and asked prices.,Finance - The Options Course - High Profit And Low Stress Trading Methods
369,yield The rate of return on an investment.,yield,,,The rate of return on an investment.,Finance - The Options Course - High Profit And Low Stress Trading Methods
370,zeta The percentage change in an option's price per 1 percent change in implied volatility.,zeta,,,The percentage change in an option's price per 1 percent change in implied volatility.,Finance - The Options Course - High Profit And Low Stress Trading Methods
