ID,original_glossary_extracted,key_phrase,extracted_acronym_1,extracted_acronym_2,definition_or_explanation,source_book
395,Puttable Bond A bond where the holder has the right to sell it back to the issuer at certain predetermined times for a predetermined price. ,Puttable Bond,,,A bond where the holder has the right to sell it back to the issuer at certain predetermined times for a predetermined price.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
396,Puttable Swap A swap where one side has the right to terminate early. ,Puttable Swap,,,A swap where one side has the right to terminate early.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
397,Q-Measure Risk-neutral measure. ,Q-Measure,,,Risk-neutral measure.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
398,Quanto A derivative where the payoff is defined by variables associated with one currency but is paid in another currency. ,Quanto,,,A derivative where the payoff is defined by variables associated with one currency but is paid in another currency.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
399,Quasi-random Sequences A sequences of numbers used in a Monte Carlo simulation that are representative of alternative outcomes rather than random. ,Quasi-random Sequences,,,A sequences of numbers used in a Monte Carlo simulation that are representative of alternative outcomes rather than random.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
400,Rainbow Option An option whose payoff is dependent on two or more underlying variables. ,Rainbow Option,,,An option whose payoff is dependent on two or more underlying variables.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
401,Range Forward Contract The combination of a long call and short put or the combination of a short call and long put. ,Range Forward Contract,,,The combination of a long call and short put or the combination of a short call and long put.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
402,Ratchet Cap Interest rate cap where the cap rate applicable to an accrual period equals the rate for the previous accrual period plus a spread. ,Ratchet Cap,,,Interest rate cap where the cap rate applicable to an accrual period equals the rate for the previous accrual period plus a spread.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
403,"Real Option Option involving real (as opposed to financial) assets. Real assets include land, plant, and machinery. ",Real Option,,,"Option involving real (as opposed to financial) assets. Real assets include land , plant , and machinery.","Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
404,Rebalancing The process of adjusting a trading position periodically. Usually the purpose is to maintain delta neutrality. ,Rebalancing,,,The process of adjusting a trading position periodically. Usually the purpose is to maintain delta neutrality.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
405,Recovery Rate Amount recovered in the event of a default as a percent of the face value. ,Recovery Rate,,,Amount recovered in the event of a default as a percent of the face value.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
406,Reference Entity Company for which default protection is bought in a credit default swap. ,Reference Entity,,,Company for which default protection is bought in a credit default swap.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
407,Repo Repurchase agreement. A procedure for borrowing money by selling securities to a counterparty and agreeing to buy them back later at a slightly higher price. ,Repo,,,Repurchase agreement. A procedure for borrowing money by selling securities to a counterparty and agreeing to buy them back later at a slightly higher price.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
408,Repo Rate The rate of interest in a repo transaction. ,Repo Rate,,,The rate of interest in a repo transaction.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
409,Reset Date The date in a swap or cap or floor when the floating rate for the next period is set. ,Reset Date,,,The date in a swap or cap or floor when the floating rate for the next period is set.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
410,Restricted Stock Unit (RSU) A unit entitling the holder to receive one share of a stock at a future time. ,Restricted Stock Unit,RSU,,A unit entitling the holder to receive one share of a stock at a future time.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
411,"Reversion Level The level to which the value of a market variable (e.g., an interest rate) tends to revert. ",Reversion Level,,,"The level to which the value of a market variable (e.g. , an interest rate) tends to revert.","Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
412,Rho Rate of change of the price of a derivative with the interest rate. ,Rho,,,Rate of change of the price of a derivative with the interest rate.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
413,Rights Issue An issue to existing shareholders of a security giving them the right to buy new shares at a certain price. ,Rights Issue,,,An issue to existing shareholders of a security giving them the right to buy new shares at a certain price.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
414,Risk-Free Rate The rate of interest that can be earned without assuming any risks. ,Risk-Free Rate,,,The rate of interest that can be earned without assuming any risks.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
415,Risk-Neutral Valuation The valuation of an option or other derivative assuming the world is risk neutral. Risk-neutral valuation gives the correct price for a derivative in ,Risk-Neutral Valuation,,,The valuation of an option or other derivative assuming the world is risk neutral. Risk-neutral valuation gives the correct price for a derivative in,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
416,Risk-Neutral World A world where investors are assumed to require no extra return on average for bearing risks. ,Risk-Neutral World,,,A world where investors are assumed to require no extra return on average for bearing risks.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
417,Roll Back See Backwards Induction. ,Roll Back,,,See Backwards Induction. ,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
418,Scalper A trader who holds positions for a very short period of time. ,Scalper,,,A trader who holds positions for a very short period of time.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
419,Scenario Analysis An analysis of the effects of possible alternative future movements in market variables on the value of a portfolio. ,Scenario Analysis,,,An analysis of the effects of possible alternative future movements in market variables on the value of a portfolio.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
420,SEC Securities and Exchange Commission. ,SEC,,,Securities and Exchange Commission.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
421,Securitization Procedure for distributing the risks in a portfolio of assets. ,Securitization,,,Procedure for distributing the risks in a portfolio of assets.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
422,SEF See Swap Execution Facility. ,SEF,,,See Swap Execution Facility. ,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
423,Settlement Price The average of the prices that a contract trades for immediately before the bell signaling the close of trading for a day. It is used in mark-to-market calculations. ,Settlement Price,,,The average of the prices that a contract trades for immediately before the bell signaling the close of trading for a day. It is used in mark-to-market calculations.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
424,Sharpe Ratio Ratio of excess return over risk-free rate to standard deviation of the excess return. ,Sharpe Ratio,,,Ratio of excess return over risk-free rate to standard deviation of the excess return.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
425,Short Hedge A hedge where a short futures position is taken. ,Short Hedge,,,A hedge where a short futures position is taken.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
426,Short Position A position assumed when traders sell shares they do not own. ,Short Position,,,A position assumed when traders sell shares they do not own.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
427,Short Rate The interest rate applying for a very short period of time. ,Short Rate,,,The interest rate applying for a very short period of time.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
428,Short Selling Selling in the market shares that have been borrowed from another investor. ,Short Selling,,,Selling in the market shares that have been borrowed from another investor.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
429,Short-Term Risk-Free Rate See Short Rate. ,Short-Term Risk-Free Rate,,,See Short Rate. ,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
430,Shout Option An option where the holder has the right to lock in a minimum value for the payoff at one time during its life. ,Shout Option,,,An option where the holder has the right to lock in a minimum value for the payoff at one time during its life.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
431,Simulation See Monte Carlo Simulation. ,Simulation,,,See Monte Carlo Simulation. ,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
432,Specialist An individual responsible for managing limit orders on some exchanges. The specialist does not make the information on outstanding limit orders available to other traders. ,Specialist,,,An individual responsible for managing limit orders on some exchanges. The specialist does not make the information on outstanding limit orders available to other traders.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
433,Speculator An individual who is taking a position in the market. Usually the individual is betting that the price of an asset will go up or that the price of an asset will go down. ,Speculator,,,An individual who is taking a position in the market. Usually the individual is betting that the price of an asset will go up or that the price of an asset will go down.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
434,Spot Interest Rate See Zero-Coupon Interest Rate. ,Spot Interest Rate,,,See Zero-Coupon Interest Rate. ,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
435,Spot Price The price for immediate delivery. ,Spot Price,,,The price for immediate delivery.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
436,Spot Volatilities The volatilities used to price a cap when a different volatility is used for each caplet. ,Spot Volatilities,,,The volatilities used to price a cap when a different volatility is used for each caplet.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
437,Spread Option An option where the payoff is dependent on the difference between two market variables. ,Spread Option,,,An option where the payoff is dependent on the difference between two market variables.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
438,Spread Transaction A position in two or more options of the same type. ,Spread Transaction,,,A position in two or more options of the same type.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
439,Stack and Roll Procedure where short-term futures contracts are rolled forward to create long-term hedges. ,Stack and Roll,,,Procedure where short-term futures contracts are rolled forward to create long-term hedges.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
440,Static Hedge A hedge that does not have to be changed once it is initiated. ,Static Hedge,,,A hedge that does not have to be changed once it is initiated.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
441,Static Options Replication A procedure for hedging a portfolio that involves finding another portfolio of approximately equal value on some boundary. ,Static Options Replication,,,A procedure for hedging a portfolio that involves finding another portfolio of approximately equal value on some boundary.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
442,Step-up Swap A swap where the principal increases over time in a predetermined way. ,Step-up Swap,,,A swap where the principal increases over time in a predetermined way.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
443,Sticky Cap Interest rate cap where the cap rate applicable to an accrual period equals the capped rate for the previous accrual period plus a spread. ,Sticky Cap,,,Interest rate cap where the cap rate applicable to an accrual period equals the capped rate for the previous accrual period plus a spread.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
444,Stochastic Process An equation describing the probabilistic behavior of a stochastic variable. ,Stochastic Process,,,An equation describing the probabilistic behavior of a stochastic variable.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
445,Stochastic Variable A variable whose future value is uncertain. ,Stochastic Variable,,,A variable whose future value is uncertain.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
446,Stock Dividend A dividend paid in the form of additional shares. ,Stock Dividend,,,A dividend paid in the form of additional shares.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
447,Stock Index An index monitoring the value of a portfolio of stocks. ,Stock Index,,,An index monitoring the value of a portfolio of stocks.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
448,Stock Index Futures Futures on a stock index. ,Stock Index Futures,,,Futures on a stock index.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
449,Stock Index Option An option on a stock index. ,Stock Index Option,,,An option on a stock index.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
450,Stock Option Option on a stock. ,Stock Option,,,Option on a stock.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
451,Stock Split The conversion of each existing share into more than one new share. ,Stock Split,,,The conversion of each existing share into more than one new share.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
452,Storage Costs The costs of storing a commodity. ,Storage Costs,,,The costs of storing a commodity.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
453,Straddle A long position in a call and a put with the same strike price. ,Straddle,,,A long position in a call and a put with the same strike price.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
454,Strangle A long position in a call and a put with different strike prices. ,Strangle,,,A long position in a call and a put with different strike prices.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
455,Strap A long position in two call options and one put option with the same strike price. ,Strap,,,A long position in two call options and one put option with the same strike price.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
456,Stressed VaR Value at risk calculated using historical simulation from a period of stressed market conditions. ,Stressed VaR,,,Value at risk calculated using historical simulation from a period of stressed market conditions.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
457,Stress Testing Testing of the impact of extreme market moves on the value of a portfolio. ,Stress Testing,,,Testing of the impact of extreme market moves on the value of a portfolio.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
458,Strike Price The price at which the asset may be bought or sold in an option contract (also called the exercise price). ,Strike Price,,,The price at which the asset may be bought or sold in an option contract (also called the exercise price).,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
459,Strip A long position in one call option and two put options with the same strike price. ,Strip,,,A long position in one call option and two put options with the same strike price.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
460,Strip Bonds Zero-coupon bonds created by selling the coupons on Treasury bonds separately from the principal. ,Strip Bonds,,,Zero-coupon bonds created by selling the coupons on Treasury bonds separately from the principal.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
461,Subprime Mortgage Mortgage granted to borrower with a poor credit history or no credit history. ,Subprime Mortgage,,,Mortgage granted to borrower with a poor credit history or no credit history.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
462,Swap An agreement to exchange cash flows in the future according to a prearranged formula. ,Swap,,,An agreement to exchange cash flows in the future according to a prearranged formula.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
463,Swap Execution Facility Electronic platform for trading over-the-counter derivatives. ,Swap Execution Facility,,,Electronic platform for trading over-the-counter derivatives.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
464,Swap Rate The fixed rate in an interest rate swap that causes the swap to have a value of zero. ,Swap Rate,,,The fixed rate in an interest rate swap that causes the swap to have a value of zero.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
465,Swaption An option to enter into an interest rate swap where a specified fixed rate is exchanged for floating. ,Swaption,,,An option to enter into an interest rate swap where a specified fixed rate is exchanged for floating.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
466,Swing Option Energy option in which the rate of consumption must be between a minimum and maximum level. There is usually a limit on the number of times the ,Swing Option,,,Energy option in which the rate of consumption must be between a minimum and maximum level. There is usually a limit on the number of times the,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
467,Synthetic CDO A CDO created by selling credit default swaps. ,Synthetic CDO A,,,CDO created by selling credit default swaps.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
468,Synthetic Option An option created by trading the underlying asset. ,Synthetic Option,,,An option created by trading the underlying asset.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
469,Systematic Risk Risk that cannot be diversified away. ,Systematic Risk,,,Risk that can not be diversified away.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
470,Systemic Risk Risk that a default by one financial institution will lead to defaults by other financial instutions. ,Systemic Risk,,,Risk that a default by one financial institution will lead to defaults by other financial instutions.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
471,Tailing the Hedge A procedure for adjusting the number of futures contracts used for hedging to reflect daily settlement. ,Tailing the Hedge,,,A procedure for adjusting the number of futures contracts used for hedging to reflect daily settlement.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
472,Tail Loss See Conditional Value at Risk. ,Tail Loss See Conditional,,,Value at Risk.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
473,Take-and-Pay Option See Swing Option. ,Take-and-Pay Option,,,See Swing Option. ,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
474,TED Spread The difference between 3-month LIBOR and the 3-month T-Bill rate. ,TED Spread,,,The difference between 3-month LIBOR and the 3-month T-Bill rate.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
475,Tenor Frequency of payments. ,Tenor,,,Frequency of payments.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
476,Term Structure of Interest Rates The relationship between interest rates and their maturities. ,Term Structure of Interest Rates,,,The relationship between interest rates and their maturities.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
477,Terminal Value The value at maturity. ,Terminal Value,,,The value at maturity.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
478,Theta The rate of change of the price of an option or other derivative with the passage of time. ,Theta,,,The rate of change of the price of an option or other derivative with the passage of time.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
479,Time Decay See Theta. ,Time Decay,,,See Theta. ,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
480,Time Value The value of an option arising from the time left to maturity (equals an option's price minus its intrinsic value). ,Time Value,,,The value of an option arising from the time left to maturity (equals an option 's price minus its intrinsic value).,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
481,Timing Adjustment Adjustment made to the forward value of a variable to allow for the timing of a payoff from a derivative. ,Timing Adjustment,,,Adjustment made to the forward value of a variable to allow for the timing of a payoff from a derivative.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
482,Total Return Swap A swap where the return on an asset such as a bond is exchanged for LIBOR plus a spread. The return on the asset includes income such as coupons ,Total Return Swap,,,A swap where the return on an asset such as a bond is exchanged for LIBOR plus a spread. The return on the asset includes income such as coupons,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
483,Tranche One of several securities that have different risk attributes. Examples are the tranches of a CDO or CMO. ,Tranche,,,One of several securities that have different risk attributes. Examples are the tranches of a CDO or CMO.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
484,Transaction Costs The cost of carrying out a trade (commissions plus the difference between the price obtained and the midpoint of the bid-offer spread). ,Transaction Costs,,,The cost of carrying out a trade (commissions plus the difference between the price obtained and the midpoint of the bid-offer spread).,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
485,Treasury Bill A short-term non-coupon-bearing instrument issued by the government to finance its debt. ,Treasury Bill,,,A short-term non-coupon-bearing instrument issued by the government to finance its debt.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
486,Treasury Bond A long-term coupon-bearing instrument issued by the government to finance it debt. ,Treasury Bond,,,A long-term coupon-bearing instrument issued by the government to finance it debt.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
487,Treasury Bond Futures A futures contract on Treasury bonds. ,Treasury Bond Futures,,,A futures contract on Treasury bonds.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
488,Treasury Note See Treasury Bond. (Treasury notes have maturities of less than 10 years.) ,Treasury Note,,,See Treasury Bond. (Treasury notes have maturities of less than 10 years.),"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
489,Treasury Note Futures A futures contract on Treasury notes. ,Treasury Note Futures,,,A futures contract on Treasury notes.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
490,Tree Representation of the evolution of the value of a market variable for the purposes of valuing an option or other derivative. ,Tree,,,Representation of the evolution of the value of a market variable for the purposes of valuing an option or other derivative.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
491,Trinomial Tree A tree where there are three branches emanating from each node. It is used in the same way as a binomial tree for valuing derivatives. ,Trinomial Tree,,,A tree where there are three branches emanating from each node. It is used in the same way as a binomial tree for valuing derivatives.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
492,"Triple Witching Hour A term given to the time when stock index futures, stock index options, and options on stock index futures all expire together. ",Triple Witching Hour,,,"A term given to the time when stock index futures , stock index options , and options on stock index futures all expire together.","Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
493,Underlying Variable A variable on which the price of an option or other derivative depends. ,Underlying Variable,,,A variable on which the price of an option or other derivative depends.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
494,Unsystematic Risk See Nonsystematic Risk. ,Unsystematic Risk,,,See Nonsystematic Risk. ,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
495,Up-and-In Option An option that comes into existence when the price of the under- lying asset increases to a prespecified level. ,Up-and-In Option,,,An option that comes into existence when the price of the under- lying asset increases to a prespecified level.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
496,Up-and-Out Option An option that ceases to exist when the price of the underlying asset increases to a prespecified level. ,Up-and-Out Option,,,An option that ceases to exist when the price of the underlying asset increases to a prespecified level.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
497,Uptick An increase in price. ,Uptick,,,An increase in price.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
498,Value at Risk A loss that will not be exceeded at some specified confidence level. ,Value at Risk,,,A loss that will not be exceeded at some specified confidence level.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
499,"Variance-Covariance Matrix A matrix showing variances of, and covariances be- tween, a number of different market variables. ",Variance-Covariance Matrix,,,"A matrix showing variances of , and covariances be- tween , a number of different market variables.","Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
500,Variance-Gamma Model A pure jump model where small jumps occur often and large jumps occur infrequently. ,Variance-Gamma Model,,,A pure jump model where small jumps occur often and large jumps occur infrequently.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
501,Variance Rate The square of volatility. ,Variance Rate,,,The square of volatility.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
502,Variance Reduction Procedures Procedures for reducing the error in a Monte Carlo simulation. ,Variance Reduction Procedures,,,Procedures for reducing the error in a Monte Carlo simulation.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
503,Variance Swap Swap where the realized variance rate during a period is exchanged for a fixed variance rate. Both are applied to a notional principal. ,Variance Swap,,,Swap where the realized variance rate during a period is exchanged for a fixed variance rate. Both are applied to a notional principal.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
504,Variation Margin An extra margin required to bring the balance in a margin account up to the initial margin when there is a margin call. ,Variation Margin,,,An extra margin required to bring the balance in a margin account up to the initial margin when there is a margin call.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
505,Vega The rate of change in the price of an option or other derivative with volatility. ,Vega,,,The rate of change in the price of an option or other derivative with volatility.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
506,Vega-Neutral Portfolio A portfolio with a vega of zero. ,Vega-Neutral Portfolio,,,A portfolio with a vega of zero.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
507,Vesting Period Period during which an option cannot be exercised. ,Vesting Period,,,Period during which an option can not be exercised.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
508,VIX Index Index of the volatility of the S&P 500. ,VIX Index,,,Index of the volatility of the S & P 500.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
509,Volatility A measure of the uncertainty of the return realized on an asset. ,Volatility,,,A measure of the uncertainty of the return realized on an asset.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
510,Volatility Skew A term used to describe the volatility smile when it is nonsymmetrical. ,Volatility Skew,,,A term used to describe the volatility smile when it is nonsymmetrical.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
511,Volatility Smile The variation of implied volatility with strike price. ,Volatility Smile,,,The variation of implied volatility with strike price.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
512,Volatility Surface A table showing the variation of implied volatilities with strike price and time to maturity. ,Volatility Surface,,,A table showing the variation of implied volatilities with strike price and time to maturity.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
513,Volatility Swap Swap where the realized volatility during a period is exchanged for a fixed volatility. Both percentage volatilities are applied to a notional principal. ,Volatility Swap,,,Swap where the realized volatility during a period is exchanged for a fixed volatility. Both percentage volatilities are applied to a notional principal.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
514,Volatility Term Structure The variation of implied volatility with time to maturity. ,Volatility Term Structure,,,The variation of implied volatility with time to maturity.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
515,"Volcker Rule A rule in the Dodd-Frank Act restricting the speculative activities of banks, proposed by former Federal Reserve Chairman, Paul Volcker. ",Volcker Rule,,,"A rule in the Dodd-Frank Act restricting the speculative activities of banks , proposed by former Federal Reserve Chairman , Paul Volcker.","Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
516,Warrant An option issued by a company or a financial institution. Call warrants are frequently issued by companies on their own stock. ,Warrant,,,An option issued by a company or a financial institution. Call warrants are frequently issued by companies on their own stock.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
517,Waterfall Rules determining how cash flows from the underlying portfolio are dis- tributed to tranches. ,Waterfall,,,Rules determining how cash flows from the underlying portfolio are dis- tributed to tranches.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
518,Weather Derivative Derivative where the payoff depends on the weather. ,Weather Derivative,,,Derivative where the payoff depends on the weather.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
519,Weeklys Option created on a Thursday that expires on Friday of the following week. ,Weeklys,,,Option created on a Thursday that expires on Friday of the following week.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
520,Wiener Process A stochastic process where the change in a variable during each short period of time of length t has a normal distribution with a mean equal to zero and a variance equal to t. ,Wiener Process,,,A stochastic process where the change in a variable during each short period of time of length t has a normal distribution with a mean equal to zero and a variance equal to t.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
521,Wild Card Play The right to deliver on a futures contract at the closing price for a period of time after the close of trading. ,Wild Card Play,,,The right to deliver on a futures contract at the closing price for a period of time after the close of trading.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
522,Writing an Option Selling an option. ,Writing an Option,,,Selling an option.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
523,Yield A return provided by an instrument. ,Yield,,,A return provided by an instrument.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
524,Yield Curve See Term Structure. ,Yield Curve,,,See Term Structure. ,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
525,Zero-Coupon Bond A bond that provides no coupons. ,Zero-Coupon Bond,,,A bond that provides no coupons.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
526,Zero-Coupon Interest Rate The interest rate that would be earned on a bond that provides no coupons. ,Zero-Coupon Interest Rate,,,The interest rate that would be earned on a bond that provides no coupons.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
527,Zero-Coupon Yield Curve A plot of the zero-coupon interest rate against time to maturity. ,Zero-Coupon Yield Curve,,,A plot of the zero-coupon interest rate against time to maturity.,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
528,Zero Curve See Zero-Coupon Yield Curve. ,Zero Curve,,,See Zero-Coupon Yield Curve. ,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
529,Zero Rate See Zero-Coupon Interest Rate. ,Zero Rate,,,See Zero-Coupon Interest Rate. ,"Hull, John C. - Options, futures and other derivatives, 9th ed. (2013)"
